set_label,template_signature,num_intervals,block_start_time,block_end_time,block_duration_s,on_time_s,off_time_s,avg_on_s,avg_off_s,set_family,block_avg_power_w,block_normalized_power_w,block_variability_index_vi,block_intensity_factor_if,block_tss,block_avg_hr_bpm,block_efficiency_factor_ef,block_hr_drift_pct,block_pw_hr_decoupling_pct,workout_category
2x20 THR,2x20@THR,2,2025-07-16 23:33:43,2025-07-17 00:21:38,2876.0,2223.0,653.0,1111.5,653.0,1110_655,220.971140472879,245.4961871641996,1.1109875553831914,0.8465385764282745,57.25057962589885,157.30737134909597,1.560614642904402,1.4480234391001925,-1.6749050843938962,thr
