set_label,template_signature,num_intervals,cv_pct,fade_pct,hr_drift_pct,recovery_hr_drop_bpm,total_work_kj,avg_within_interval_hr_drift_pct,avg_pw_hr_decoupling_pct
2x30,2x30,2,8.603197629120594,-12.954851534269293,4.550011014140678,0.0,699.883,-2.5256154903892285,-7.294599443518085
2x31,2x31,2,3.522684049621757,-5.109090600708887,3.570126875576206,5.199999999999989,946.513,4.544531661141416,2.4520124158256773
