set_label,template_signature,num_intervals,block_start_time,block_end_time,block_duration_s,on_time_s,off_time_s,avg_on_s,avg_off_s,set_family,block_avg_power_w,block_normalized_power_w,block_variability_index_vi,block_intensity_factor_if,block_tss,block_avg_hr_bpm,block_efficiency_factor_ef,block_hr_drift_pct,block_pw_hr_decoupling_pct
2x30,2x30,2,2025-08-14 17:11:29,2025-08-14 19:27:52,8184.0,3612.0,4572.0,1806.0,4572.0,1805_4570,228.17086972567353,240.31970599689524,1.0532444666833591,0.7509990812402976,128.2159136187373,130.77440519990188,1.8376662132742436,3.4075549012216126,3.9614133473098834
2x31,2x31,2,2025-08-14 17:41:21,2025-08-14 18:57:34,4574.0,3675.0,899.0,1837.5,899.0,1840_900,255.21404903909874,259.6818621739288,1.0175061410280966,0.8115058192935274,83.6713808826101,138.28063806380638,1.8779336413974648,2.703228711558539,1.557837300414766
