set_label,template_signature,num_intervals,block_start_time,block_end_time,block_duration_s,on_time_s,off_time_s,avg_on_s,avg_off_s,set_family,block_avg_power_w,block_normalized_power_w,block_variability_index_vi,block_intensity_factor_if,block_tss,block_avg_hr_bpm,block_efficiency_factor_ef,block_hr_drift_pct,block_pw_hr_decoupling_pct
2x30,2x30,2,2025-06-11 19:46:16,2025-06-11 21:01:16,4501.0,3601.0,900.0,1800.5,900.0,1800_900,258.5554321261942,261.5768854477625,1.0116859015365556,0.8174277670242578,83.54208006984699,138.61341924016884,1.8870964072716563,-1.859016220775269,2.588887854431454
