start_time,end_time,duration_s,avg_power_w,power_wkg,peak_5s_w,peak_30s_w,normalized_power_w,avg_hr_bpm,max_hr_bpm,power_hr_ratio,avg_hr_pct_lthr,power_zone,work_kj,pct_in_target,variability_index_vi,intensity_factor_if,tss,hr_drift_pct,pw_hr_decoupling_pct,efficiency_factor_ef,hr_recovery_60s_bpm,duration_bucket_s,effort_key,effort_family,pr_flag,kj_per_min,avg_cadence_rpm,coasting_percent,distance_m,avg_speed_mps,elevation_gain_m,label
2025-05-27 17:57:34,2025-05-27 20:33:30,9357.0,219.44545585897993,3.1349350836997134,892.0,602.4666666666667,264.7647827906582,134.14448779078168,165.0,1.6358887306740313,78.90852222987158,Z3 Tempo,1518.782,18.146841936518115,1.2065175000060215,1.059059131162633,291.52415607078564,13.237824050722736,14.738075655941163,1.9737283816208562,,9360,Z3_156m,Z3_155m,,9.738903494709843,79.18797861580697,4.574115635353212,61200.63,8.775069065163994,551.9999999999995,lap
